Date,open,high,low,close,volume,sma_20,sma_50,ema_20,rsi,macd,macd_signal
2006-06-06,1744.8,1787.8,1690.0,1748.9,371392,1873.25,1918.366,1848.2347575211388,38.926367532840835,-49.369159291764845,-34.805644021254224
2006-06-07,1800.0,1800.0,1693.25,1703.95,676317,1857.3625,1914.6159999999998,1834.4933520429352,35.8490639102902,-54.47237478079819,-38.73899017316302
2006-06-08,1725.0,1725.0,1611.2,1647.9,670124,1838.8225000000002,1909.755,1816.7225566102745,32.408597582630776,-62.321077801769434,-43.4554076988843
2006-06-09,1674.45,1692.0,1625.0,1671.15,507739,1822.5724999999998,1905.4260000000002,1802.8585035997721,35.18723613665621,-65.90543398285217,-47.945412955677874
2006-06-12,1699.0,1699.0,1621.0,1638.75,448988,1806.4649999999997,1900.2379999999998,1787.2291223045559,33.142520714742844,-70.54724655797008,-52.46577967613632
2006-06-13,1621.0,1629.4,1561.0,1570.35,342123,1786.2475000000002,1892.2830000000001,1766.5739677993602,29.274939059112754,-78.8364473326867,-57.7399132074464
2006-06-14,1561.95,1624.95,1451.25,1483.65,1598252,1759.6024999999997,1883.646,1739.6288280089448,25.252367845621507,-91.34865366806093,-64.46166129956931
2006-06-15,1586.0,1586.0,1501.0,1550.55,745920,1740.8474999999999,1875.642,1721.6213205795216,32.91257585064142,-94.77390189471544,-70.52410941859854
2006-06-16,1586.0,1715.0,1580.4,1685.0,1048771,1730.48,1870.371,1718.1335757624242,45.091342758867775,-85.6521003412995,-73.54970760313873
2006-06-19,1680.0,1685.0,1636.25,1668.35,536761,1724.8725,1865.0970000000002,1713.3922828326695,44.02547250625858,-78.85750253914989,-74.61126659034096
2006-06-20,1688.0,1688.0,1600.0,1607.35,460990,1713.73,1859.4589999999998,1703.2930178009867,40.26977459439758,-77.50153557120757,-75.18932038651428
2006-06-21,1620.0,1647.0,1595.0,1641.3,745437,1706.2625,1854.4029999999998,1697.3889208675594,43.17526008215249,-72.84769779779185,-74.72099586876979
2006-06-22,1650.0,1690.0,1650.0,1676.75,458513,1696.2524999999998,1852.3220000000001,1695.4233093563632,46.122356171441695,-65.54343517989878,-72.88548373099559
2006-06-23,1650.0,1700.0,1625.0,1694.85,413090,1687.6775000000002,1850.276,1695.3687084652809,47.61618548749676,-57.6299139245134,-69.83436976969915
2006-06-25,1650.0,1714.9,1650.0,1700.35,32940,1680.1675,1846.1519999999998,1695.8431171828731,48.0872014473195,-50.33436406431679,-65.93436862862268
2006-06-26,1720.0,1720.0,1618.05,1633.5,821882,1668.825,1838.6319999999998,1689.905677451171,43.023504650677665,-49.377629967988014,-62.62302089649575
2006-06-27,1658.0,1658.0,1600.0,1644.55,625329,1661.9075,1831.2679999999998,1685.5860891224881,44.07187327094276,-47.18386245698434,-59.53518920859348
2006-06-28,1620.0,1712.55,1606.0,1698.6,598175,1661.3700000000001,1825.442,1686.8255092060606,49.01372456156679,-40.615709991588346,-55.75129336519246
2006-06-29,1710.0,1720.0,1670.0,1680.8,789822,1655.7099999999998,1819.0769999999998,1686.2516511864358,47.52441437279642,-36.426807518795385,-51.88639619591305
2006-06-30,1735.0,1767.0,1705.65,1738.75,681220,1654.2675,1814.2669999999998,1691.2514939305847,52.57658911294189,-28.106991535624047,-47.13051526385526
2006-07-03,1742.0,1807.5,1732.4,1800.2,535690,1656.8325,1811.7320000000002,1701.627542127672,57.274076844062265,-16.366315291992578,-40.977675269482724
2006-07-04,1811.0,1831.0,1805.0,1815.1,448096,1662.39,1809.187,1712.4344428774175,58.35134280118068,-5.792665069295708,-33.94067322944532
2006-07-05,1817.0,1862.0,1800.0,1842.6,530634,1672.125,1807.122,1724.8311626033778,60.338933596689856,4.7512792940060535,-26.20228272475505
2006-07-06,1828.0,1832.0,1792.15,1804.3,288865,1678.7825,1803.6470000000002,1732.399623307818,56.30850931375562,9.902788076718025,-18.981268564460436
2006-07-07,1819.7,1831.8,1740.0,1746.7,366084,1684.1799999999998,1798.994,1733.7615639451687,50.81153343986368,9.23114637568915,-13.338785576430519
2006-07-10,1740.0,1817.6,1740.0,1798.35,482414,1695.58,1794.6979999999999,1739.9128435694383,55.049137318816264,12.719961038692873,-8.127036253405842
2006-07-11,1800.0,1815.0,1763.15,1769.95,452373,1709.895,1789.4660000000001,1742.7735251342538,52.37716614436314,13.04287895371067,-3.89305321198254
2006-07-12,1780.0,1909.0,1780.0,1890.3,1190202,1726.8825000000002,1786.398,1756.8236655976582,61.01315023477782,22.747810323554177,1.4351194951248036
2006-07-13,1892.0,1898.75,1850.25,1867.35,672947,1736.0,1783.612,1767.349983159786,58.822556833243716,28.261385495670083,6.80037269523386
2006-07-14,1840.0,1896.0,1825.1,1874.3,618726,1746.2975,1780.7089999999998,1777.53569904933,59.299129165678515,32.813487006636706,12.00299555751443
2006-07-17,1884.8,1914.0,1851.0,1859.0,1124604,1758.8799999999999,1777.392,1785.2942039017748,57.71550095960565,34.7854926120192,16.559494968415386
2006-07-18,1860.0,1950.0,1815.5,1834.5,1380492,1768.5399999999997,1773.6480000000001,1789.980470196844,55.17451215500813,33.97967942407627,20.043531859547564
2006-07-19,1882.0,1895.0,1745.55,1757.55,1755798,1772.58,1768.425,1786.8918539876208,48.02315893235635,26.82264995290666,21.399355478219384
2006-07-20,1775.9,1820.0,1770.0,1806.15,789090,1778.145,1764.625,1788.725963131657,52.234107641780106,24.786542533011016,22.07679288917771
2006-07-21,1798.0,1804.8,1752.6,1767.55,548958,1781.5049999999999,1760.7580000000003,1786.709204738166,48.84908030312899,19.82963167659136,21.627360646660442
2006-07-24,1795.0,1832.0,1735.0,1818.05,853136,1790.7325,1757.625,1789.69404238215,53.12868716930921,19.748523379663084,21.251593193260973
2006-07-25,1840.0,1855.0,1825.05,1847.3,579575,1800.8700000000001,1754.24,1795.1803240600404,55.453475569992605,21.793255929025236,21.35992574041383
2006-07-26,1858.0,1895.0,1832.5,1888.8,738590,1810.3799999999999,1753.503,1804.09648367337,58.59161015485742,26.457439482753216,22.379428488881707
2006-07-27,1895.0,1919.95,1875.5,1899.7,924981,1821.325,1753.65,1813.2015804663822,59.400595195679884,30.679720734446164,24.0394869379946
2006-07-28,940.1,974.95,924.0,928.45,754902,1780.81,1736.6090000000002,1728.9395251838696,20.662935336493135,-43.840483079577325,10.463492934480216
2006-07-31,935.0,965.0,930.0,936.15,431175,1737.6075,1718.7279999999998,1653.435760880644,21.10222573726712,-101.11140648851801,-11.85148695011943
2006-08-01,863.0,939.75,863.0,932.0,440627,1693.4525,1701.555,1584.7275931777256,21.034624847727216,-145.16057546716365,-38.51330465352828
2006-08-02,925.0,942.5,920.0,940.2,446183,1648.3325,1682.82,1523.3440128750851,21.569264142136717,-177.3636500177588,-66.28337372637438
2006-08-03,942.5,952.0,937.1,944.7,752568,1605.3525,1664.3869999999997,1468.235059267934,21.881842932207064,-200.21376654580058,-93.06945229025962
2006-08-04,960.0,963.8,943.0,948.55,668550,1565.445,1646.3469999999998,1418.7412440995595,22.16764560310382,-215.5275186228041,-117.56106555676851
2006-08-07,951.0,952.0,931.0,936.1,429991,1522.3325,1627.862,1372.7754113281728,21.888758311134552,-226.0624808640714,-139.26134861822908
2006-08-08,940.0,958.0,935.0,954.8,294600,1481.575,1611.3,1332.9682292969183,23.44662551003144,-230.24842016006028,-157.45876292659534
2006-08-09,950.0,975.0,943.5,966.1,513030,1435.365,1596.435,1298.028397935307,24.427474942842338,-230.00266410808536,-171.96754316289335
2006-08-10,961.0,975.0,960.0,965.75,569781,1390.2849999999999,1579.87,1266.3828362271825,24.417039634204357,-227.21692743935182,-183.01742001818505
2006-08-11,969.9,973.85,957.0,967.6,473493,1344.95,1563.87,1237.9273280150699,24.600391014208725,-222.29742517821478,-190.873421050191
2006-08-14,973.75,975.0,959.0,964.65,430357,1300.2324999999998,1548.185,1211.9009158231586,24.49833658613572,-216.14513793455217,-195.92776442706324
2006-08-16,979.0,984.5,968.0,972.2,951067,1257.1174999999998,1533.55,1189.072257173334,25.351865856227306,-208.2594982087819,-198.39411118340698
2006-08-17,975.0,983.0,958.0,960.15,624292,1217.2475,1519.795,1167.2701374425403,24.868652498176374,-200.66921639276484,-198.84913222527857
2006-08-18,965.0,972.5,960.0,969.7,450910,1175.425,1505.766,1148.4539338765842,26.071312881234874,-191.6737623614947,-197.41405825252178
2006-08-21,976.0,976.0,957.0,969.3,603522,1135.5125,1492.3770000000002,1131.3916544597666,26.05250185169058,-182.4736344183459,-194.42597348568663
2006-08-22,972.0,983.0,970.0,975.4,544524,1093.3799999999999,1480.4779999999998,1116.5353064159794,26.918489516487185,-172.6994756660971,-190.08067392176875
2006-08-23,976.0,978.75,960.1,963.1,624434,1049.17,1470.067,1101.922420090648,26.250925678347244,-164.05477036828302,-184.8754932110716
2006-08-24,970.0,974.9,953.25,970.4,592463,1003.25,1458.464,1089.39647532011,27.40165001639531,-154.8299468971377,-178.86638394828486
2006-08-25,971.0,976.9,967.65,974.4,652938,956.985,1444.2520000000002,1078.4444300515281,28.06399288977437,-145.5189889422843,-172.19690494708476
2006-08-28,975.0,985.3,968.3,981.1,575079,959.6175,1430.5069999999998,1069.1735319513825,29.228689601752635,-136.0312698729001,-164.96377793224784
2006-08-29,985.0,992.0,983.0,990.1,669899,962.3149999999999,1418.162,1061.642719384584,30.84834087150199,-126.3297091219822,-157.2369641701947
2006-08-30,991.1,995.0,981.05,983.8,686193,964.905,1405.0120000000002,1054.2291270622427,30.325162076991717,-117.79168050947396,-149.34790743805058
2006-08-31,984.0,1004.0,984.0,998.05,1519214,967.7975,1391.4379999999999,1048.8787340086958,33.089380583534734,-108.62323438275689,-141.20297282699187
2006-09-01,996.0,1001.0,991.1,999.25,432182,970.525,1377.5259999999998,1044.1521879126296,33.329254364372375,-100.10638075774773,-132.98365441314306
2006-09-04,999.0,1020.0,999.0,1017.15,502623,973.9550000000002,1363.862,1041.5805509685697,36.95972001261917,-90.86489850729618,-124.55990323197369
2006-09-05,1023.0,1030.0,1001.0,1005.8,986322,977.4399999999999,1351.3080000000002,1038.1728794477535,35.634684695846445,-83.49433664717253,-116.34678991501346
2006-09-06,1017.5,1017.5,991.1,993.6,700108,979.3799999999999,1338.289,1033.9278433098723,34.21477375242698,-77.74139688044124,-108.62571130809901
2006-09-07,980.3,995.0,980.3,986.7,395896,980.4100000000001,1324.0510000000002,1029.4299534708368,33.404071218721384,-72.89859339504847,-101.48028772548892
2006-09-08,1006.0,1006.0,985.0,991.0,392641,981.6725,1310.255,1025.7699579021858,34.44650329980912,-67.93060099600814,-94.77035037959277
2006-09-11,999.0,999.0,949.0,953.45,1018370,980.9649999999999,1294.549,1018.8823428638824,30.026425691992486,-66.2596029512215,-89.06820089391852
2006-09-12,955.0,980.0,952.0,977.9,458814,981.6275000000002,1278.103,1014.9792625911317,35.80278921589736,-62.244893908140966,-83.70353949676301
2006-09-13,983.0,1008.0,981.0,999.95,576908,983.015,1261.8,1013.5479042491191,40.567726774873066,-56.631148715891186,-78.28906134058866
2006-09-14,1009.0,1016.0,1001.9,1013.4,597182,985.6775,1245.2160000000001,1013.5338181301554,43.33076430342376,-50.51461161408986,-72.7341713952889
2006-09-15,1014.0,1014.0,996.7,1002.7,589925,987.3275,1229.184,1012.5020259272834,41.67100690561096,-46.000349080039314,-67.38740693223899
2006-09-18,1007.0,1011.0,992.1,996.15,347597,988.6699999999998,1214.173,1010.9446901246849,40.644660491303625,-42.46182032452907,-62.40228961069701
2006-09-19,997.0,1020.0,990.4,1010.05,993486,990.4025000000001,1198.407,1010.8594815413816,43.80763346608585,-38.09674143830853,-57.54117997621932
2006-09-20,1011.0,1034.0,994.1,1030.05,673974,993.75,1183.609,1012.6871499660119,48.09367019500381,-32.647215342969844,-52.56238704956943
2006-09-21,1032.0,1057.9,1018.0,1053.0,1276796,997.8800000000001,1166.8629999999998,1016.5264690168678,52.564794362975846,-26.17482634698706,-47.28487490905296
2006-09-22,1045.0,1053.85,1030.1,1039.55,622161,1001.1375,1150.307,1018.7191862533566,49.85444915601764,-21.878512160994887,-42.20360235944135
2006-09-25,1047.0,1050.0,1022.25,1025.6,337395,1003.3625,1133.333,1019.3745018482749,47.139561965454206,-19.37594677697257,-37.63807124294759
2006-09-26,1030.0,1050.0,1024.9,1044.3,929252,1006.0725,1117.039,1021.7483588151058,50.99225714354929,-15.702701000009483,-33.25099719435997
2006-09-27,1050.0,1055.0,1036.15,1042.65,838185,1009.015,1101.2020000000002,1023.7389913089052,50.64153132105433,-12.777477659083843,-29.15629328730474
2006-09-28,1045.05,1049.0,1013.0,1020.45,1530393,1010.135,1086.46,1023.4257540413904,46.05202519992502,-12.110963900135516,-25.7472274098709
2006-09-29,1022.1,1035.1,1020.0,1022.05,438201,1011.275,1070.778,1023.2947298469722,46.428851988062746,-11.323114500388101,-22.862404827974338
2006-10-03,1035.0,1035.0,1009.0,1014.3,408178,1011.1324999999999,1055.713,1022.4380889091653,44.79663309818295,-11.195048851008892,-20.52893363258125
2006-10-04,1016.0,1016.0,983.35,987.4,1736907,1010.2125,1039.1,1019.1011280606734,39.59366228484359,-13.113002557609207,-19.045747417586842
2006-10-05,998.0,1009.0,993.0,999.75,1462350,1010.5200000000001,1022.1489999999999,1017.2581634834664,42.874147401973026,-13.48105172879059,-17.93280827982759
2006-10-06,1001.0,1007.0,988.0,994.2,691736,1010.8950000000001,1004.257,1015.0621479136125,41.776166318777584,-14.058514165143038,-17.15794945689068
2006-10-09,985.0,1009.0,980.55,1002.15,386708,1011.4525,986.3059999999999,1013.8324195408876,43.98891541649167,-13.716542978067082,-16.469668161125963
2006-10-10,1003.0,1017.8,1003.0,1011.5,692445,1014.3549999999999,987.967,1013.6102843465173,46.56118995617731,-12.546434008385859,-15.685021330577943
2006-10-11,1030.0,1079.4,1030.0,1044.75,1693429,1017.6974999999999,990.1389999999999,1016.5759715516109,54.55406622738174,-8.834281009252209,-14.314873266312798
2006-10-12,1050.0,1085.0,1041.0,1082.55,1263212,1021.8275000000001,993.15,1022.8592123562195,61.587997127327476,-2.8098388474322746,-12.013866382536694
2006-10-13,1089.4,1120.0,1082.1,1103.6,1218528,1026.3375,996.418,1030.5488111794366,64.85061204249286,3.6213889300327082,-8.886815320022814
2006-10-16,1125.0,1150.0,1115.0,1129.7,2431765,1032.6875,1000.1179999999999,1039.9917815432998,68.43101993640194,10.700882044228592,-4.969275847172533
2006-10-17,1142.0,1169.75,1110.0,1116.9,2187304,1038.725,1003.485,1047.3163737772713,64.93749066158412,15.104463463678485,-0.9545279850023292
2006-10-18,1110.1,1117.0,1101.0,1106.25,1248771,1043.5349999999999,1006.888,1052.929100084198,62.096919012324726,17.53285957904609,2.7429495278073546
2006-10-19,1106.0,1112.75,1082.65,1092.4,775905,1046.6525,1009.64,1056.6882334095123,58.51230575118366,18.13080115571256,5.8205198533883955
2006-10-20,1100.0,1102.0,1086.1,1089.6,532351,1048.4824999999998,1012.11,1059.8226873705112,57.78605227902615,18.169293261012854,8.290274534913287
2006-10-21,1109.0,1109.0,1088.1,1090.55,106826,1051.0325,1014.6060000000001,1062.7490980971293,57.97663437483128,18.068176896093973,10.245855007149425
2006-10-23,1094.9,1094.9,1061.4,1080.1,331976,1053.7575000000002,1016.8560000000001,1064.4015649450216,55.03336785650246,16.94943128943578,11.586570263606696
2006-10-26,1081.0,1091.9,1075.0,1079.25,1285053,1055.5049999999999,1019.148,1065.8157016169243,54.789719779746896,15.811959018812786,12.431648014647916
2006-10-27,1081.15,1090.0,1062.4,1074.65,781602,1057.105,1021.197,1066.6570633676934,53.41157182541385,14.373632208281151,12.820044853374563
2006-10-30,1076.0,1088.0,1060.2,1079.35,1038543,1060.05,1023.581,1067.865914475532,54.66628029681451,13.45786468198662,12.947608819096976
2006-10-31,1080.0,1098.8,1075.1,1087.1,857734,1063.3025,1025.9289999999999,1069.697732144529,56.73540171173186,13.20525064079311,12.999137183436204
2006-11-01,1097.0,1105.9,1080.3,1083.2,477726,1066.7475,1028.207,1070.9836624164786,55.365924639633505,12.54573535905115,12.908456818559195
2006-11-02,1090.0,1090.0,1072.0,1080.05,551094,1071.3799999999999,1030.3,1071.8471231387189,54.22738046060704,11.6347677125691,12.653718997361176
2006-11-03,1085.0,1088.0,1058.0,1066.95,786110,1074.74,1032.3770000000002,1071.3807304588408,49.654292513594015,9.743442431563835,12.071663684201708
2006-11-06,1066.5,1069.9,1056.0,1059.4,634223,1078.0,1034.157,1070.2397085103798,47.18455320384562,7.5483192919550675,11.16699480575238
2006-11-07,1074.0,1084.9,1060.2,1065.15,804795,1081.15,1035.972,1069.754974366534,49.254675149431456,6.201162196341784,10.173828283870261
2006-11-08,1065.0,1070.9,1051.15,1063.3,609190,1083.7400000000002,1037.616,1069.1402149030546,48.59472269774237,4.927450372754947,9.124552701647199
2006-11-09,1069.0,1075.0,1053.35,1063.6,841355,1084.6825000000001,1039.086,1068.612575388478,48.71472569129223,3.8973063471780733,8.079103430753374
2006-11-10,1070.0,1094.7,1065.1,1068.7,828369,1083.99,1040.7839999999999,1068.6209015419563,50.81673824537145,3.4526373089379376,7.153810206390288
2006-11-13,1070.8,1080.0,1066.1,1075.75,505829,1082.5975,1042.338,1069.2998632998651,53.64514259496653,3.627296754089457,6.448507515930123
2006-11-14,1081.0,1110.0,1081.0,1106.25,1500965,1081.425,1044.4779999999998,1072.8189239379733,63.44049174330913,6.1558499176233,6.389975996268759
2006-11-15,1115.0,1122.0,1090.55,1096.8,674510,1080.42,1046.0710000000001,1075.1028359438806,59.26201725962001,7.312911798823279,6.574563156779663
2006-11-16,1100.0,1106.0,1083.5,1087.35,525422,1079.475,1047.702,1076.2692325206538,55.33691613758079,7.382257582682996,6.73610204196033
2006-11-17,1094.0,1097.5,1081.2,1095.15,555421,1079.6125,1049.733,1078.06740085202,57.82020025218216,7.97468225570492,6.983818084709248
2006-11-20,1085.05,1121.0,1065.55,1117.85,1293734,1081.025,1052.356,1081.8562198184943,64.07962599411672,10.15877928151167,7.618810324069733
2006-11-21,1116.2,1152.0,1114.0,1148.55,1039538,1083.925,1055.507,1088.2080084072093,70.4635230120267,14.203199694534078,8.935688198162602
2006-11-22,1154.0,1171.0,1135.35,1148.1,1397866,1087.325,1059.4,1093.9120076065226,70.26639356295877,17.17414788485621,10.583380135501324
2006-11-23,1156.0,1169.4,1140.0,1144.15,967581,1090.5700000000002,1062.725,1098.6965783106632,68.45602053935967,18.99099734582228,12.264903577565516
2006-11-24,1150.0,1156.9,1136.15,1150.0,801326,1094.3375,1065.726,1103.5826184715525,69.70108252050044,20.6646999452023,13.944862851092873
2006-11-27,1150.0,1164.0,1150.0,1160.8,733427,1098.41,1068.674,1109.031892902833,71.90575663729672,22.60204870602479,15.676300022079257
2006-11-28,1150.0,1156.0,1111.15,1149.85,670740,1101.5475000000001,1071.6170000000002,1112.9193316739918,66.61334539667007,22.988837066144697,17.138807430892346
2006-11-29,1160.0,1168.8,1150.0,1164.55,650789,1105.615,1074.985,1117.8365381812307,69.8243067455676,24.20254490309162,18.5515549253322
2006-11-30,1172.8,1205.0,1166.0,1198.8,1563638,1111.5525000000002,1078.76,1125.5473440687324,75.69060618588357,27.609836856220227,20.363211311509808
2006-12-01,1200.0,1200.0,1181.25,1189.35,940535,1117.6725000000001,1081.9460000000001,1131.6237874907579,71.55712675278131,29.210879419426647,22.132744933093175
2006-12-04,1200.0,1211.0,1190.0,1192.4,558523,1124.3224999999998,1084.7340000000002,1137.4119982059237,72.08695334669099,30.375674824566204,23.781330911387784
2006-12-05,1209.7,1209.7,1185.0,1191.9,529119,1130.66,1087.781,1142.6013317101215,71.85066303460431,30.90221624084893,25.205507977280014
2006-12-06,1172.2,1207.0,1172.2,1198.6,795214,1137.425,1091.241,1147.9345382139195,73.12204193197294,31.497059615533544,26.463818304930722
2006-12-07,1205.0,1234.45,1187.1,1194.3,718218,1143.96,1094.241,1152.3502964792606,70.90852120341887,31.261144201220304,27.42328348418864
2006-12-08,1199.0,1199.0,1173.35,1176.9,471817,1149.37,1096.926,1154.6883634812357,62.644629724903105,29.332023643554066,27.805031516061725
2006-12-11,1175.0,1189.0,1134.0,1173.45,1069858,1154.2549999999999,1099.986,1156.4751860068322,61.12355922846926,27.211122652293398,27.68624974330806
2006-12-12,1170.0,1180.0,1105.0,1120.5,1279575,1154.9675,1101.955,1153.0489778157055,43.61837946021532,21.015418198715224,26.352083434389495
2006-12-13,1120.5,1141.0,1080.35,1120.85,904305,1156.17,1104.086,1149.982408499924,43.73308853585434,15.949662080399548,24.271599163591507
2006-12-14,1105.05,1160.0,1105.05,1149.6,729006,1159.2825,1107.33,1149.9459886427885,52.31520884926066,14.092449599321299,22.235769250737466
2006-12-15,1168.4,1168.4,1148.0,1160.2,576429,1162.535,1110.539,1150.9225611529992,55.03815081776292,13.322354924980118,20.453086385585998
2006-12-18,1155.0,1188.4,1124.0,1181.25,587856,1165.7050000000002,1114.28,1153.8108886622374,59.931362400646215,14.24638496730563,19.211746101929926
2006-12-19,1181.0,1183.8,1125.0,1141.85,905907,1165.37,1117.074,1152.671756408691,49.14941948279135,11.664968220212359,17.702390525586413
2006-12-20,1150.0,1167.85,1115.05,1128.75,938915,1164.4025,1119.419,1150.3934938935774,46.174952887462325,8.464542356020274,15.854820891673185
2006-12-21,1137.0,1150.0,1111.0,1136.95,563954,1164.0425,1121.263,1149.1131611418082,48.28473076169564,6.51475522759597,13.986807758857744
2006-12-22,1135.0,1160.0,1128.1,1153.95,437504,1164.24,1122.6909999999998,1149.5738124616362,52.4462934463219,6.269027360852078,12.443251679256612
2006-12-26,1153.0,1194.4,1153.0,1191.4,449348,1165.77,1124.447,1153.5572588938614,60.06938644610364,8.99252800815134,11.753106945035558
2006-12-27,1195.0,1206.0,1181.05,1196.0,598600,1168.0774999999999,1125.7730000000001,1157.5994247134938,60.89853167078217,11.3907974268825,11.680645041404947
2006-12-28,1205.4,1220.0,1188.0,1211.9,604577,1170.4450000000002,1127.673,1162.7709080741135,63.70401194693545,14.408349849798924,12.226186003083743
2006-12-29,1213.45,1229.4,1202.5,1222.0,468617,1171.605,1129.988,1168.411773971817,65.40214703223121,17.414029385134427,13.26375467949388
2007-01-02,1229.4,1258.0,1216.0,1248.5,386265,1174.5625,1133.11,1176.0392240697392,69.4418534528615,21.68441615059487,14.94788697371408
2007-01-03,1253.0,1288.0,1239.15,1280.15,1096243,1178.95,1136.921,1185.9545360630975,73.43186577076659,27.30783123862716,17.419875826696696
2007-01-04,1285.0,1285.0,1250.1,1259.05,992675,1182.3075000000001,1140.291,1192.9160088189929,67.13811163453747,29.719249541346244,19.87975056962661
2007-01-05,1265.0,1268.6,1253.1,1263.0,679685,1185.5275000000001,1143.9489999999998,1199.5906746457554,67.69629497446576,31.584956194002416,22.22079169450177
2007-01-08,1259.0,1259.0,1215.0,1243.8,1237973,1188.0025,1147.24,1203.8010865842548,62.16859780499528,31.155125723075116,24.00765850021644
2007-01-09,1247.9,1261.85,1225.25,1256.4,1005142,1191.9775000000002,1150.875,1208.8105069095639,64.23264744370496,31.468447995447377,25.499816399262627
2007-01-10,1244.55,1255.0,1230.0,1235.4,732857,1195.075,1153.996,1211.3428395848434,58.503584327766205,29.680099941089793,26.33587310762806
2007-01-11,1198.9,1298.0,1198.9,1277.65,1850166,1202.9325000000001,1157.807,1217.65780724343,65.22404380041704,31.31110816128171,27.33092011835879
2007-01-12,1290.15,1329.0,1290.15,1323.95,1543937,1213.0875,1162.622,1227.7808732202461,70.80421473799146,35.92558915247173,29.049853925181377
2007-01-15,1350.0,1368.0,1300.05,1326.35,3063958,1221.925,1167.548,1237.1684091040322,71.06341215852511,39.32296783044126,31.104476706233356
2007-01-16,1388.95,1388.95,1319.0,1324.1,1906491,1230.12,1172.6909999999998,1245.4476082369815,70.43211014523837,41.357119582919495,33.15500528157058
2007-01-17,1329.9,1335.0,1300.0,1304.65,658457,1236.29,1177.596,1251.085931262031,65.05220165870237,40.92795506326115,34.709595237908694
2007-01-18,1305.0,1325.95,1305.0,1315.45,679954,1244.97,1182.6019999999999,1257.215842570409,66.57876730767279,40.98683807420366,35.96504380516769
2007-01-19,1315.45,1326.5,1292.15,1298.15,720514,1253.44,1187.299,1261.1143337541796,61.913384936108685,39.18582803349841,36.609200650833834
2007-01-22,1300.1,1322.4,1290.05,1313.45,795239,1262.2649999999999,1192.296,1266.0986829204483,64.29622885006485,38.54873095848984,36.99710671236504
2007-01-23,1313.1,1313.95,1300.0,1302.7,781038,1269.7024999999999,1196.976,1269.5845226423103,61.3900462642839,36.752729193642836,36.9482312086206
2007-01-24,1311.5,1314.0,1298.15,1307.15,588787,1275.4900000000002,1201.604,1273.1621871525663,62.152667510948135,35.28175653806602,36.61493627450968
2007-01-25,1325.0,1369.0,1302.9,1315.45,1388494,1281.4625,1205.788,1277.189597899941,63.59694363636466,34.38932204679554,36.169813428966854
2007-01-29,1315.0,1315.0,1291.0,1297.75,745581,1285.7549999999999,1209.807,1279.14773143328,58.472502647744875,31.88625431663445,35.313101606500375
2007-01-31,1297.1,1313.9,1272.0,1277.9,1216482,1288.55,1213.618,1279.0288998682056,53.286863004188554,27.978309464609538,33.84614317812221
2007-02-01,1289.95,1295.0,1275.0,1292.05,464976,1290.7275,1217.556,1280.2690046426621,56.26445896796417,25.726463105164157,32.222207163530605
2007-02-02,1299.0,1307.0,1295.05,1300.5,1068654,1291.745,1221.209,1282.1957661052659,57.986717331869066,24.343091021779173,30.646383935180317
2007-02-05,1305.0,1313.9,1294.0,1305.8,752684,1294.0825,1224.354,1284.4437883809549,59.07527981359902,23.404630375004217,29.1980332231451
2007-02-06,1313.0,1313.9,1290.05,1298.4,852991,1295.8525,1227.36,1285.7729513922925,56.86007096889766,21.81233635972444,27.720893850460968
2007-02-07,1300.0,1312.4,1295.2,1306.3,649996,1298.9775,1230.603,1287.7279084025504,58.64301541074141,20.946438355049622,26.3660027513787
2007-02-08,1311.4,1314.9,1297.35,1304.5,662506,1301.3825,1233.693,1289.3252504594502,58.05427655598633,19.88573264363731,25.069948729830426
2007-02-09,1309.4,1317.45,1283.15,1287.4,498340,1303.9825,1236.225,1289.141893272836,52.6468900206049,17.46397480542396,23.548753944949134
2007-02-12,1250.0,1298.7,1250.0,1255.8,446597,1302.8899999999999,1238.344,1285.966474865899,44.41405712895582,12.84676880904135,21.408356917767577
2007-02-13,1256.0,1284.9,1235.0,1252.9,1032588,1299.3375,1240.111,1282.8172867834326,43.738080168862176,8.851558768467157,18.896997287907492
2007-02-14,1253.0,1267.0,1240.0,1260.75,784469,1296.0575000000001,1241.35,1280.7156404231057,46.12825059208216,6.246746813391155,16.366947193004226
2007-02-15,1265.0,1300.0,1225.1,1292.25,918389,1294.4650000000001,1243.4080000000001,1281.8141508590004,54.48430207897484,6.647572241028229,14.423072202609028
2007-02-19,1301.4,1318.7,1295.2,1309.8,1184674,1294.7225,1245.7559999999999,1284.4794698248097,58.35960878517534,8.285853447968293,13.195628451680882
2007-02-20,1313.9,1323.8,1295.0,1299.55,1350037,1293.9275,1247.9089999999999,1285.914758412923,55.393188606913306,8.657317602147032,12.287966281774112
2007-02-21,1300.0,1311.75,1280.0,1283.85,984547,1293.2125,1249.614,1285.7181147545493,51.1080026432844,7.5972702289006975,11.349827071199432
2007-02-22,1300.0,1312.4,1286.0,1294.3,1734778,1292.255,1251.614,1286.535437158878,53.67670662012429,7.513788438136089,10.582619344586764
2007-02-23,1295.0,1299.5,1273.0,1277.35,791922,1290.9875,1253.623,1285.6606336199372,49.1647186586215,6.010618505905768,9.668219176850565
2007-02-26,1272.0,1293.85,1232.5,1286.1,1169421,1289.935,1255.876,1285.7024780370862,51.4342451072367,5.46242988656968,8.827061318794389
